"Jahr";"Stadtbezirk mit zugeordneten Ortschaften";"Fahrzeugart";"Kraftstoffart";"Schadstoffgruppe für Kraftfahrzeuge (Umwelt-Plakette) nach Feinstaubverordnung";"Anzahl"
"2016";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";185
"2016";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1404
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";289
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";11521
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";61
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";125
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";566
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";4622
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";38
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";53
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";266
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";74
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";182
"2016";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";775
"2016";"StB 5 Blasewitz";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";322
"2016";"StB 5 Blasewitz";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";26145
"2016";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";80
"2016";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";134
"2016";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";762
"2016";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";7878
"2016";"StB 5 Blasewitz";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";34
"2016";"StB 5 Blasewitz";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";136
"2016";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";123
"2016";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";65
"2016";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";191
"2016";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1077
"2016";"StB 6 Leuben";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";190
"2016";"StB 6 Leuben";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";13205
"2016";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";47
"2016";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";100
"2016";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";407
"2016";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3405
"2016";"StB 6 Leuben";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";28
"2016";"StB 6 Leuben";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";62
"2016";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";137
"2016";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";82
"2016";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";185
"2016";"StB 6 Leuben";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";860
"2016";"StB 7 Prohlis";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";217
"2016";"StB 7 Prohlis";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";17584
"2016";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";63
"2016";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";101
"2016";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";599
"2016";"StB 7 Prohlis";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";5060
"2016";"StB 7 Prohlis";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";45
"2016";"StB 7 Prohlis";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";66
"2016";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";156
"2016";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";76
"2016";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";258
"2016";"StB 7 Prohlis";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1369
"2016";"StB 8 Plauen";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";222
"2016";"StB 8 Plauen";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";14604
"2016";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";60
"2016";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";93
"2016";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";518
"2016";"StB 8 Plauen";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";5322
"2016";"StB 8 Plauen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";32
"2016";"StB 8 Plauen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";93
"2016";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";114
"2016";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";58
"2016";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";167
"2016";"StB 8 Plauen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1261
"2016";"StB 9 Cotta/westliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";337
"2016";"StB 9 Cotta/westliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";25168
"2016";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";92
"2016";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";157
"2016";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";938
"2016";"StB 9 Cotta/westliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";7620
"2016";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";79
"2016";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";120
"2016";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";277
"2016";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";139
"2016";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";320
"2016";"StB 9 Cotta/westliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1573
"2016";"unbekannt";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";0
"2016";"unbekannt";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";35
"2016";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";0
"2016";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";2
"2016";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";1
"2016";"unbekannt";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";18
"2016";"unbekannt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";1
"2016";"unbekannt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1
"2016";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";8
"2016";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";2
"2016";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";2
"2016";"unbekannt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";12
"2017";"StB 0 Altstadt";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";160
"2017";"StB 0 Altstadt";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";13770
"2017";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";32
"2017";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";54
"2017";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";382
"2017";"StB 0 Altstadt";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";6097
"2017";"StB 0 Altstadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";38
"2017";"StB 0 Altstadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";178
"2017";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";159
"2017";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";77
"2017";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";220
"2017";"StB 0 Altstadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";2442
"2017";"StB 1 Neustadt";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";216
"2017";"StB 1 Neustadt";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";9782
"2017";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";166
"2017";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";155
"2017";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";565
"2017";"StB 1 Neustadt";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";5396
"2017";"StB 1 Neustadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";27
"2017";"StB 1 Neustadt";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";93
"2017";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";194
"2017";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";84
"2017";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";168
"2017";"StB 1 Neustadt";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1389
"2017";"StB 2 Pieschen";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";207
"2017";"StB 2 Pieschen";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";14870
"2017";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";117
"2017";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";118
"2017";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";565
"2017";"StB 2 Pieschen";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";5559
"2017";"StB 2 Pieschen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";31
"2017";"StB 2 Pieschen";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";129
"2017";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";226
"2017";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";107
"2017";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";256
"2017";"StB 2 Pieschen";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1901
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";223
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";10947
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";45
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";75
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";370
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";4976
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";37
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";60
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";203
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";72
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";163
"2017";"StB 3 Klotzsche/nördliche Ortschaften";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1504
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";312
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";11549
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";64
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";110
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";487
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";4772
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";47
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";47
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";257
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";68
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";160
"2017";"StB 4 Loschwitz/OS Schönfeld-Weißig";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";828
"2017";"StB 5 Blasewitz";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";332
"2017";"StB 5 Blasewitz";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";26342
"2017";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";81
"2017";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";125
"2017";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";645
"2017";"StB 5 Blasewitz";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";8146
"2017";"StB 5 Blasewitz";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";39
"2017";"StB 5 Blasewitz";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";142
"2017";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";118
"2017";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 2 - Rot";61
"2017";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 3 - Gelb";166
"2017";"StB 5 Blasewitz";"Nutzfahrzeug";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";1138
"2017";"StB 6 Leuben";"PKW";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";183
"2017";"StB 6 Leuben";"PKW";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";13214
"2017";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 1 - ohne Plakette  ";52
"2017";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 2 - Rot";86
"2017";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 3 - Gelb";348
"2017";"StB 6 Leuben";"PKW";"Diesel";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";3518
"2017";"StB 6 Leuben";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 1 - ohne Plakette  ";32
"2017";"StB 6 Leuben";"Nutzfahrzeug";"Benzin";"Schadstoffgruppe 4 - Grün: u.a. alle Benziner mit geregeltem Katalysator (G-Kat) oder Fahrzeuge mit Flüssiggas, Erdgas- oder Ethanolantrieb, s. Zusatzinformation";66
