"Jahr";"Quartal";"Monat";"Herkunftsland_24Auspr";"Herkunftsland_05Auspr";"Herkunftsland_D/A";"Tourismus_Ank¸nfte";"Tourismus_‹bernachtungen"
"2016";"4. Quartal";"11";"Frankreich";"Europa ohne Deutschland";"Ausland";691;1902
"2016";"4. Quartal";"11";"Italien";"Europa ohne Deutschland";"Ausland";772;1678
"2016";"4. Quartal";"11";"Niederlande";"Europa ohne Deutschland";"Ausland";1281;3035
"2016";"4. Quartal";"11";"÷sterreich";"Europa ohne Deutschland";"Ausland";1707;3464
"2016";"4. Quartal";"11";"Polen";"Europa ohne Deutschland";"Ausland";1635;3400
"2016";"4. Quartal";"11";"Schweden";"Europa ohne Deutschland";"Ausland";299;560
"2016";"4. Quartal";"11";"Schweiz";"Europa ohne Deutschland";"Ausland";2020;4456
"2016";"4. Quartal";"11";"Russland";"Europa ohne Deutschland";"Ausland";1207;2510
"2016";"4. Quartal";"11";"Spanien";"Europa ohne Deutschland";"Ausland";967;2048
"2016";"4. Quartal";"11";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";2277;3361
"2016";"4. Quartal";"11";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1113;2330
"2016";"4. Quartal";"11";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2608;5979
"2016";"4. Quartal";"11";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";150;624
"2016";"4. Quartal";"11";"USA";"Amerika";"Ausland";2206;4364
"2016";"4. Quartal";"11";"Kanada";"Amerika";"Ausland";186;376
"2016";"4. Quartal";"11";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";673;1072
"2016";"4. Quartal";"11";"China";"Asien";"Ausland";1562;1936
"2016";"4. Quartal";"11";"Japan";"Asien";"Ausland";1078;1872
"2016";"4. Quartal";"11";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1627;3289
"2016";"4. Quartal";"11";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";317;638
"2016";"4. Quartal";"11";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";717;1606
"2016";"4. Quartal";"12";"Deutschland";"Deutschland";"Deutschland";182040;353859
"2016";"4. Quartal";"12";"Belgien";"Europa ohne Deutschland";"Ausland";477;973
"2016";"4. Quartal";"12";"D‰nemark";"Europa ohne Deutschland";"Ausland";296;777
"2016";"4. Quartal";"12";"Frankreich";"Europa ohne Deutschland";"Ausland";968;2311
"2016";"4. Quartal";"12";"Italien";"Europa ohne Deutschland";"Ausland";1055;2426
"2016";"4. Quartal";"12";"Niederlande";"Europa ohne Deutschland";"Ausland";1324;3241
"2016";"4. Quartal";"12";"÷sterreich";"Europa ohne Deutschland";"Ausland";2291;5284
"2016";"4. Quartal";"12";"Polen";"Europa ohne Deutschland";"Ausland";2193;3868
"2016";"4. Quartal";"12";"Schweden";"Europa ohne Deutschland";"Ausland";235;557
"2016";"4. Quartal";"12";"Schweiz";"Europa ohne Deutschland";"Ausland";3988;10097
"2016";"4. Quartal";"12";"Russland";"Europa ohne Deutschland";"Ausland";1820;3509
"2016";"4. Quartal";"12";"Spanien";"Europa ohne Deutschland";"Ausland";1373;3391
"2016";"4. Quartal";"12";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";2838;4386
"2016";"4. Quartal";"12";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1752;3760
"2016";"4. Quartal";"12";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";3260;7192
"2016";"4. Quartal";"12";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";150;327
"2016";"4. Quartal";"12";"USA";"Amerika";"Ausland";2710;5654
"2016";"4. Quartal";"12";"Kanada";"Amerika";"Ausland";256;497
"2016";"4. Quartal";"12";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";833;1573
"2016";"4. Quartal";"12";"China";"Asien";"Ausland";1121;1794
"2016";"4. Quartal";"12";"Japan";"Asien";"Ausland";2112;3484
"2016";"4. Quartal";"12";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1644;3146
"2016";"4. Quartal";"12";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";747;1507
"2016";"4. Quartal";"12";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";856;2213
"2017";"1. Quartal";"01";"Deutschland";"Deutschland";"Deutschland";86863;163129
"2017";"1. Quartal";"01";"Belgien";"Europa ohne Deutschland";"Ausland";276;517
"2017";"1. Quartal";"01";"D‰nemark";"Europa ohne Deutschland";"Ausland";150;218
"2017";"1. Quartal";"01";"Frankreich";"Europa ohne Deutschland";"Ausland";652;1488
"2017";"1. Quartal";"01";"Italien";"Europa ohne Deutschland";"Ausland";637;1407
"2017";"1. Quartal";"01";"Niederlande";"Europa ohne Deutschland";"Ausland";708;1560
"2017";"1. Quartal";"01";"÷sterreich";"Europa ohne Deutschland";"Ausland";1107;2688
"2017";"1. Quartal";"01";"Polen";"Europa ohne Deutschland";"Ausland";1416;2378
"2017";"1. Quartal";"01";"Schweden";"Europa ohne Deutschland";"Ausland";146;242
"2017";"1. Quartal";"01";"Schweiz";"Europa ohne Deutschland";"Ausland";1103;2434
"2017";"1. Quartal";"01";"Russland";"Europa ohne Deutschland";"Ausland";2981;5497
"2017";"1. Quartal";"01";"Spanien";"Europa ohne Deutschland";"Ausland";772;1619
"2017";"1. Quartal";"01";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";956;1668
"2017";"1. Quartal";"01";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";737;1430
"2017";"1. Quartal";"01";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2584;5197
"2017";"1. Quartal";"01";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";57;139
"2017";"1. Quartal";"01";"USA";"Amerika";"Ausland";1047;2229
"2017";"1. Quartal";"01";"Kanada";"Amerika";"Ausland";163;333
"2017";"1. Quartal";"01";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";686;1422
"2017";"1. Quartal";"01";"China";"Asien";"Ausland";1528;1939
"2017";"1. Quartal";"01";"Japan";"Asien";"Ausland";685;1134
"2017";"1. Quartal";"01";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1449;2662
"2017";"1. Quartal";"01";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";338;751
"2017";"1. Quartal";"01";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";448;894
"2017";"1. Quartal";"02";"Deutschland";"Deutschland";"Deutschland";87348;162860
"2017";"1. Quartal";"02";"Belgien";"Europa ohne Deutschland";"Ausland";204;389
"2017";"1. Quartal";"02";"D‰nemark";"Europa ohne Deutschland";"Ausland";204;312
"2017";"1. Quartal";"02";"Frankreich";"Europa ohne Deutschland";"Ausland";672;1423
"2017";"1. Quartal";"02";"Italien";"Europa ohne Deutschland";"Ausland";609;1538
"2017";"1. Quartal";"02";"Niederlande";"Europa ohne Deutschland";"Ausland";1239;2274
"2017";"1. Quartal";"02";"÷sterreich";"Europa ohne Deutschland";"Ausland";1083;2290
"2017";"1. Quartal";"02";"Polen";"Europa ohne Deutschland";"Ausland";1955;2912
"2017";"1. Quartal";"02";"Schweden";"Europa ohne Deutschland";"Ausland";159;343
"2017";"1. Quartal";"02";"Schweiz";"Europa ohne Deutschland";"Ausland";937;1869
"2017";"1. Quartal";"02";"Russland";"Europa ohne Deutschland";"Ausland";1029;2269
"2017";"1. Quartal";"02";"Spanien";"Europa ohne Deutschland";"Ausland";775;1644
"2017";"1. Quartal";"02";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";986;1518
"2017";"1. Quartal";"02";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";713;1456
"2017";"1. Quartal";"02";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2271;5140
"2017";"1. Quartal";"02";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";62;137
"2017";"1. Quartal";"02";"USA";"Amerika";"Ausland";1156;3181
"2017";"1. Quartal";"02";"Kanada";"Amerika";"Ausland";146;467
"2017";"1. Quartal";"02";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";537;995
"2017";"1. Quartal";"02";"China";"Asien";"Ausland";1203;1634
"2017";"1. Quartal";"02";"Japan";"Asien";"Ausland";708;1239
"2017";"1. Quartal";"02";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1189;2537
"2017";"1. Quartal";"02";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";133;328
"2017";"1. Quartal";"02";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";461;905
"2017";"1. Quartal";"03";"Deutschland";"Deutschland";"Deutschland";124877;245516
"2017";"1. Quartal";"03";"Belgien";"Europa ohne Deutschland";"Ausland";557;1101
"2017";"1. Quartal";"03";"D‰nemark";"Europa ohne Deutschland";"Ausland";232;509
"2017";"1. Quartal";"03";"Frankreich";"Europa ohne Deutschland";"Ausland";809;1785
"2017";"1. Quartal";"03";"Italien";"Europa ohne Deutschland";"Ausland";960;2436
"2017";"1. Quartal";"03";"Niederlande";"Europa ohne Deutschland";"Ausland";1003;2180
"2017";"1. Quartal";"03";"÷sterreich";"Europa ohne Deutschland";"Ausland";1668;3622
"2017";"1. Quartal";"03";"Polen";"Europa ohne Deutschland";"Ausland";1704;3038
"2017";"1. Quartal";"03";"Schweden";"Europa ohne Deutschland";"Ausland";304;735
"2017";"1. Quartal";"03";"Schweiz";"Europa ohne Deutschland";"Ausland";1750;3773
"2017";"1. Quartal";"03";"Russland";"Europa ohne Deutschland";"Ausland";1404;2595
"2017";"1. Quartal";"03";"Spanien";"Europa ohne Deutschland";"Ausland";951;2191
"2017";"1. Quartal";"03";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";1260;2123
"2017";"1. Quartal";"03";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1046;2258
"2017";"1. Quartal";"03";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";3334;7465
"2017";"1. Quartal";"03";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";115;289
"2017";"1. Quartal";"03";"USA";"Amerika";"Ausland";1999;4546
"2017";"1. Quartal";"03";"Kanada";"Amerika";"Ausland";214;401
"2017";"1. Quartal";"03";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";531;982
"2017";"1. Quartal";"03";"China";"Asien";"Ausland";2222;2791
"2017";"1. Quartal";"03";"Japan";"Asien";"Ausland";1147;1886
"2017";"1. Quartal";"03";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1419;3086
"2017";"1. Quartal";"03";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";173;356
"2017";"1. Quartal";"03";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";725;1669
"2017";"2. Quartal";"04";"Deutschland";"Deutschland";"Deutschland";145299;314430
"2017";"2. Quartal";"04";"Belgien";"Europa ohne Deutschland";"Ausland";769;1337
"2017";"2. Quartal";"04";"D‰nemark";"Europa ohne Deutschland";"Ausland";562;1225
"2017";"2. Quartal";"04";"Frankreich";"Europa ohne Deutschland";"Ausland";1493;3178
"2017";"2. Quartal";"04";"Italien";"Europa ohne Deutschland";"Ausland";1204;2410
"2017";"2. Quartal";"04";"Niederlande";"Europa ohne Deutschland";"Ausland";1754;3479
"2017";"2. Quartal";"04";"÷sterreich";"Europa ohne Deutschland";"Ausland";2717;6089
"2017";"2. Quartal";"04";"Polen";"Europa ohne Deutschland";"Ausland";2552;4598
"2017";"2. Quartal";"04";"Schweden";"Europa ohne Deutschland";"Ausland";398;808
"2017";"2. Quartal";"04";"Schweiz";"Europa ohne Deutschland";"Ausland";3074;7013
"2017";"2. Quartal";"04";"Russland";"Europa ohne Deutschland";"Ausland";2735;4108
"2017";"2. Quartal";"04";"Spanien";"Europa ohne Deutschland";"Ausland";1136;2688
"2017";"2. Quartal";"04";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";1490;2429
"2017";"2. Quartal";"04";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1795;4176
"2017";"2. Quartal";"04";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";3528;7406
"2017";"2. Quartal";"04";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";109;254
"2017";"2. Quartal";"04";"USA";"Amerika";"Ausland";2898;6520
"2017";"2. Quartal";"04";"Kanada";"Amerika";"Ausland";286;692
"2017";"2. Quartal";"04";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";825;1446
"2017";"2. Quartal";"04";"China";"Asien";"Ausland";1979;2653
"2017";"2. Quartal";"04";"Japan";"Asien";"Ausland";1073;1953
"2017";"2. Quartal";"04";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";2118;3841
"2017";"2. Quartal";"04";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";309;659
"2017";"2. Quartal";"04";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";885;2405
"2017";"2. Quartal";"05";"Deutschland";"Deutschland";"Deutschland";155398;318805
"2017";"2. Quartal";"05";"Belgien";"Europa ohne Deutschland";"Ausland";878;2131
"2017";"2. Quartal";"05";"D‰nemark";"Europa ohne Deutschland";"Ausland";558;1315
"2017";"2. Quartal";"05";"Frankreich";"Europa ohne Deutschland";"Ausland";1513;3474
"2017";"2. Quartal";"05";"Italien";"Europa ohne Deutschland";"Ausland";1046;2070
"2017";"2. Quartal";"05";"Niederlande";"Europa ohne Deutschland";"Ausland";2023;4561
"2017";"2. Quartal";"05";"÷sterreich";"Europa ohne Deutschland";"Ausland";2947;6860
"2017";"2. Quartal";"05";"Polen";"Europa ohne Deutschland";"Ausland";2828;5542
"2017";"2. Quartal";"05";"Schweden";"Europa ohne Deutschland";"Ausland";614;1236
"2017";"2. Quartal";"05";"Schweiz";"Europa ohne Deutschland";"Ausland";3422;8626
"2017";"2. Quartal";"05";"Russland";"Europa ohne Deutschland";"Ausland";2339;4605
"2017";"2. Quartal";"05";"Spanien";"Europa ohne Deutschland";"Ausland";1419;3160
"2017";"2. Quartal";"05";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";1751;2966
"2017";"2. Quartal";"05";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";2372;4983
"2017";"2. Quartal";"05";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";4090;9028
"2017";"2. Quartal";"05";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";199;446
"2017";"2. Quartal";"05";"USA";"Amerika";"Ausland";4410;9438
"2017";"2. Quartal";"05";"Kanada";"Amerika";"Ausland";589;1380
"2017";"2. Quartal";"05";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";1289;2446
"2017";"2. Quartal";"05";"China";"Asien";"Ausland";4108;5959
"2017";"2. Quartal";"05";"Japan";"Asien";"Ausland";1844;3303
"2017";"2. Quartal";"05";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";3148;5444
"2017";"2. Quartal";"05";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";670;1403
"2017";"2. Quartal";"05";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";930;1944
"2017";"2. Quartal";"06";"Deutschland";"Deutschland";"Deutschland";158467;323057
"2017";"2. Quartal";"06";"Belgien";"Europa ohne Deutschland";"Ausland";855;1963
"2017";"2. Quartal";"06";"D‰nemark";"Europa ohne Deutschland";"Ausland";682;1454
"2017";"2. Quartal";"06";"Frankreich";"Europa ohne Deutschland";"Ausland";1476;2944
"2017";"2. Quartal";"06";"Italien";"Europa ohne Deutschland";"Ausland";1186;2223
"2017";"2. Quartal";"06";"Niederlande";"Europa ohne Deutschland";"Ausland";2256;5199
"2017";"2. Quartal";"06";"÷sterreich";"Europa ohne Deutschland";"Ausland";3424;7459
"2017";"2. Quartal";"06";"Polen";"Europa ohne Deutschland";"Ausland";2639;5010
"2017";"2. Quartal";"06";"Schweden";"Europa ohne Deutschland";"Ausland";931;1463
"2017";"2. Quartal";"06";"Schweiz";"Europa ohne Deutschland";"Ausland";3039;7272
"2017";"2. Quartal";"06";"Russland";"Europa ohne Deutschland";"Ausland";1684;3062
"2017";"2. Quartal";"06";"Spanien";"Europa ohne Deutschland";"Ausland";1607;3906
"2017";"2. Quartal";"06";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";1560;2248
"2017";"2. Quartal";"06";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";2558;5506
"2017";"2. Quartal";"06";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";4958;9312
"2017";"2. Quartal";"06";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";192;602
"2017";"2. Quartal";"06";"USA";"Amerika";"Ausland";5001;9847
"2017";"2. Quartal";"06";"Kanada";"Amerika";"Ausland";582;1206
"2017";"2. Quartal";"06";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";1512;3056
"2017";"2. Quartal";"06";"China";"Asien";"Ausland";4077;5267
"2017";"2. Quartal";"06";"Japan";"Asien";"Ausland";1511;2848
"2017";"2. Quartal";"06";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";2979;5628
"2017";"2. Quartal";"06";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";841;1717
"2017";"2. Quartal";"06";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";904;2123
"2017";"3. Quartal";"07";"Deutschland";"Deutschland";"Deutschland";149163;308835
"2017";"3. Quartal";"07";"Belgien";"Europa ohne Deutschland";"Ausland";1399;2706
"2017";"3. Quartal";"07";"D‰nemark";"Europa ohne Deutschland";"Ausland";2530;4624
"2017";"3. Quartal";"07";"Frankreich";"Europa ohne Deutschland";"Ausland";1854;3606
"2017";"3. Quartal";"07";"Italien";"Europa ohne Deutschland";"Ausland";1534;3150
"2017";"3. Quartal";"07";"Niederlande";"Europa ohne Deutschland";"Ausland";3480;6854
"2017";"3. Quartal";"07";"÷sterreich";"Europa ohne Deutschland";"Ausland";3262;6902
"2017";"3. Quartal";"07";"Polen";"Europa ohne Deutschland";"Ausland";3414;5840
"2017";"3. Quartal";"07";"Schweden";"Europa ohne Deutschland";"Ausland";1798;2694
"2017";"3. Quartal";"07";"Schweiz";"Europa ohne Deutschland";"Ausland";3969;8495
"2017";"3. Quartal";"07";"Russland";"Europa ohne Deutschland";"Ausland";2696;5004
"2017";"3. Quartal";"07";"Spanien";"Europa ohne Deutschland";"Ausland";1515;3532
"2017";"3. Quartal";"07";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";2304;3452
"2017";"3. Quartal";"07";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";2124;4213
"2017";"3. Quartal";"07";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";6939;14586
"2017";"3. Quartal";"07";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";281;627
"2017";"3. Quartal";"07";"USA";"Amerika";"Ausland";4778;9810
"2017";"3. Quartal";"07";"Kanada";"Amerika";"Ausland";553;955
"2017";"3. Quartal";"07";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";1703;3445
"2017";"3. Quartal";"07";"China";"Asien";"Ausland";3638;5580
"2017";"3. Quartal";"07";"Japan";"Asien";"Ausland";1242;1962
"2017";"3. Quartal";"07";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";4161;7438
"2017";"3. Quartal";"07";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";943;1872
"2017";"3. Quartal";"07";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";1015;2387
"2017";"3. Quartal";"08";"Deutschland";"Deutschland";"Deutschland";173894;365415
"2017";"3. Quartal";"08";"Belgien";"Europa ohne Deutschland";"Ausland";1023;2193
"2017";"3. Quartal";"08";"D‰nemark";"Europa ohne Deutschland";"Ausland";806;1987
"2017";"3. Quartal";"08";"Frankreich";"Europa ohne Deutschland";"Ausland";1854;3922
"2017";"3. Quartal";"08";"Italien";"Europa ohne Deutschland";"Ausland";3850;7693
"2017";"3. Quartal";"08";"Niederlande";"Europa ohne Deutschland";"Ausland";4000;8862
"2017";"3. Quartal";"08";"÷sterreich";"Europa ohne Deutschland";"Ausland";3947;8050
"2017";"3. Quartal";"08";"Polen";"Europa ohne Deutschland";"Ausland";3241;6217
"2017";"3. Quartal";"08";"Schweden";"Europa ohne Deutschland";"Ausland";918;1337
"2017";"3. Quartal";"08";"Schweiz";"Europa ohne Deutschland";"Ausland";2948;7252
"2017";"3. Quartal";"08";"Russland";"Europa ohne Deutschland";"Ausland";2297;4415
"2017";"3. Quartal";"08";"Spanien";"Europa ohne Deutschland";"Ausland";2017;4565
"2017";"3. Quartal";"08";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";1747;2828
"2017";"3. Quartal";"08";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";2175;4670
"2017";"3. Quartal";"08";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";6326;11725
"2017";"3. Quartal";"08";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";165;375
"2017";"3. Quartal";"08";"USA";"Amerika";"Ausland";3459;7165
"2017";"3. Quartal";"08";"Kanada";"Amerika";"Ausland";560;1092
"2017";"3. Quartal";"08";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";1403;2927
"2017";"3. Quartal";"08";"China";"Asien";"Ausland";4017;6087
"2017";"3. Quartal";"08";"Japan";"Asien";"Ausland";1276;2501
"2017";"3. Quartal";"08";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";3470;7606
"2017";"3. Quartal";"08";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";826;1813
"2017";"3. Quartal";"08";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";1158;2840
"2017";"3. Quartal";"09";"Deutschland";"Deutschland";"Deutschland";166762;342272
"2017";"3. Quartal";"09";"Belgien";"Europa ohne Deutschland";"Ausland";798;1857
"2017";"3. Quartal";"09";"D‰nemark";"Europa ohne Deutschland";"Ausland";697;1486
"2017";"3. Quartal";"09";"Frankreich";"Europa ohne Deutschland";"Ausland";1352;2944
"2017";"3. Quartal";"09";"Italien";"Europa ohne Deutschland";"Ausland";1035;2247
"2017";"3. Quartal";"09";"Niederlande";"Europa ohne Deutschland";"Ausland";1952;4432
"2017";"3. Quartal";"09";"÷sterreich";"Europa ohne Deutschland";"Ausland";3115;7111
"2017";"3. Quartal";"09";"Polen";"Europa ohne Deutschland";"Ausland";2452;5042
"2017";"3. Quartal";"09";"Schweden";"Europa ohne Deutschland";"Ausland";642;1153
"2017";"3. Quartal";"09";"Schweiz";"Europa ohne Deutschland";"Ausland";3476;8153
"2017";"3. Quartal";"09";"Russland";"Europa ohne Deutschland";"Ausland";1428;2459
"2017";"3. Quartal";"09";"Spanien";"Europa ohne Deutschland";"Ausland";1027;2401
"2017";"3. Quartal";"09";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";1925;2964
"2017";"3. Quartal";"09";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";2612;5521
"2017";"3. Quartal";"09";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";3806;7991
"2017";"3. Quartal";"09";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";224;560
"2017";"3. Quartal";"09";"USA";"Amerika";"Ausland";4812;9664
"2017";"3. Quartal";"09";"Kanada";"Amerika";"Ausland";772;1512
"2017";"3. Quartal";"09";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";2179;4182
"2017";"3. Quartal";"09";"China";"Asien";"Ausland";3850;5781
"2017";"3. Quartal";"09";"Japan";"Asien";"Ausland";1418;2821
"2017";"3. Quartal";"09";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";3196;6070
"2017";"3. Quartal";"09";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";880;1883
"2017";"3. Quartal";"09";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";1023;2327
"2017";"4. Quartal";"10";"Deutschland";"Deutschland";"Deutschland";161757;358705
"2017";"4. Quartal";"10";"Belgien";"Europa ohne Deutschland";"Ausland";656;1471
"2017";"4. Quartal";"10";"D‰nemark";"Europa ohne Deutschland";"Ausland";546;1231
"2017";"4. Quartal";"10";"Frankreich";"Europa ohne Deutschland";"Ausland";911;2020
"2017";"4. Quartal";"10";"Italien";"Europa ohne Deutschland";"Ausland";805;1565
"2017";"4. Quartal";"10";"Niederlande";"Europa ohne Deutschland";"Ausland";1984;4290
"2017";"4. Quartal";"10";"÷sterreich";"Europa ohne Deutschland";"Ausland";2903;6392
"2017";"4. Quartal";"10";"Polen";"Europa ohne Deutschland";"Ausland";1830;5401
"2017";"4. Quartal";"10";"Schweden";"Europa ohne Deutschland";"Ausland";455;1017
"2017";"4. Quartal";"10";"Schweiz";"Europa ohne Deutschland";"Ausland";2985;7253
"2017";"4. Quartal";"10";"Russland";"Europa ohne Deutschland";"Ausland";1941;3435
"2017";"4. Quartal";"10";"Spanien";"Europa ohne Deutschland";"Ausland";796;1757
"2017";"4. Quartal";"10";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";1829;2792
"2017";"4. Quartal";"10";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1915;4283
"2017";"4. Quartal";"10";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";3261;7261
"2017";"4. Quartal";"10";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";122;281
"2017";"4. Quartal";"10";"USA";"Amerika";"Ausland";3826;7929
"2017";"4. Quartal";"10";"Kanada";"Amerika";"Ausland";559;1122
"2017";"4. Quartal";"10";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";1599;3408
"2017";"4. Quartal";"10";"China";"Asien";"Ausland";3455;4714
"2017";"4. Quartal";"10";"Japan";"Asien";"Ausland";1266;2496
"2017";"4. Quartal";"10";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";3411;5943
"2017";"4. Quartal";"10";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";489;1093
"2017";"4. Quartal";"10";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";1113;3165
"2017";"4. Quartal";"11";"Deutschland";"Deutschland";"Deutschland";128154;248441
"2017";"4. Quartal";"11";"Belgien";"Europa ohne Deutschland";"Ausland";421;839
"2017";"4. Quartal";"11";"D‰nemark";"Europa ohne Deutschland";"Ausland";262;515
"2017";"4. Quartal";"11";"Frankreich";"Europa ohne Deutschland";"Ausland";795;1999
"2017";"4. Quartal";"11";"Italien";"Europa ohne Deutschland";"Ausland";911;1700
"2017";"4. Quartal";"11";"Niederlande";"Europa ohne Deutschland";"Ausland";1092;2477
"2017";"4. Quartal";"11";"÷sterreich";"Europa ohne Deutschland";"Ausland";1671;3561
"2017";"4. Quartal";"11";"Polen";"Europa ohne Deutschland";"Ausland";1840;4164
"2017";"4. Quartal";"11";"Schweden";"Europa ohne Deutschland";"Ausland";274;569
"2017";"4. Quartal";"11";"Schweiz";"Europa ohne Deutschland";"Ausland";2033;4959
